,pairwise_squared_euclidean_distance,pairwise_affinity_perplexity,symmetrize_affinities,low_dimensional_affinities,gradient_computation_update_normalize,total
0,976803560.666667,3922215289.333333,9254880.666667,12779211770.666666,4084835865.333333,21772321366.666664
